Latitude,Longitude,Survey,Year,Community,Province,Result,traps
49.26908,-122.88754,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.2691,-123.24895,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.26913,-122.77338,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.26917,-122.75342,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.26924,-123.20292,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.2693,-123.06386,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.26931,-124.77844,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.26931,-122.70248,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
49.26943,-123.18009,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.26943,-122.85836,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.26952,-124.80253,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.26953,-123.09656,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.26963,-124.8228,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.26963,-122.99068,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.26964,-122.9826,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.26976,-122.99735,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.26981,-122.96076,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.26984,-122.96803,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.26987,-122.97523,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27006,-123.08989,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27012,-123.03097,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27019,-123.01871,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27022,-123.00913,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27026,-123.07868,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27027,-123.04951,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27028,-124.18944,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.27034,-123.07148,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27039,-123.05624,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27039,-123.02641,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27047,-124.8455,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.27049,-123.03487,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27054,-123.04362,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27062,-123.03988,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27076,-121.96671,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.27079,-122.8149,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.27083,-123.01401,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27115,-122.66525,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
49.27124,-122.71468,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.27157,-117.68016,Gypsy Moth,2017,CASTLEGAR,BRITISH COLUMBIA,Not Detected,0
49.27185,-119.58593,Gypsy Moth,2017,OKANAGAN FALLS,BRITISH COLUMBIA,Not Detected,0
49.27193,-123.01226,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27202,-123.02041,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27211,-123.03129,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27222,-124.87351,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.27223,-123.04273,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27226,-123.04728,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.2723,-123.03687,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27233,-123.00597,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27237,-123.01637,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27275,-121.71156,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.2728,-119.32544,Gypsy Moth,2017,OLIVER,BRITISH COLUMBIA,Not Detected,0
49.27298,-121.23235,Gypsy Moth,2017,HOPE,BRITISH COLUMBIA,Not Detected,0
49.27317,-122.95899,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27319,-123.03967,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27332,-123.03499,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.2738,-123.06346,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.2739,-123.07101,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27392,-122.21651,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.27393,-123.01359,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27394,-123.00812,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27396,-123.01834,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27411,-123.049,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27418,-123.02422,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27419,-123.08637,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27419,-123.02984,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27427,-123.04453,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27427,-122.99744,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27427,-122.9754,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27429,-122.96917,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27439,-123.00591,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27449,-124.14729,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.27449,-123.05646,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27465,-122.99142,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.2747,-122.98322,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27486,-122.36671,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.27492,-123.03135,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27504,-123.03756,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27508,-123.0431,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27526,-123.0117,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27538,-123.02155,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27539,-123.02715,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27576,-123.01611,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27596,-122.89372,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.27596,-121.23505,Gypsy Moth,2017,HOPE,BRITISH COLUMBIA,Not Detected,0
49.27629,-122.51648,Gypsy Moth,2017,MAPLE RIDGE,BRITISH COLUMBIA,Not Detected,0
49.27648,-123.01882,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27662,-123.01407,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27667,-123.00867,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27668,-122.91808,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27694,-121.73298,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.27729,-123.02385,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27738,-123.03503,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27739,-122.94605,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.2774,-124.16893,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.27751,-123.0282,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27759,-123.03876,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27773,-121.84143,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.27816,-124.24985,Gypsy Moth,2017,PARKSVILLE,BRITISH COLUMBIA,Not Detected,0
49.27817,-125.13161,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.27821,-124.13068,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.27823,-123.01628,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27824,-123.01193,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.2784,-123.02083,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27848,-122.71445,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.27865,-122.85896,Gypsy Moth,2017,PORT MOODY,BRITISH COLUMBIA,Not Detected,0
49.27869,-122.63555,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
49.2787,-122.96828,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27877,-121.67185,Gypsy Moth,2017,ROSEDALE,BRITISH COLUMBIA,Not Detected,0
49.2788,-125.06206,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.27888,-122.8386,Gypsy Moth,2017,PORT MOODY,BRITISH COLUMBIA,Not Detected,0
49.2789,-123.06368,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27899,-123.02541,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27903,-123.0323,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27914,-123.04288,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27915,-123.0374,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27918,-123.00467,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27926,-123.07927,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27926,-123.04928,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27932,-123.0865,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27935,-122.9918,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27936,-123.07186,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27936,-122.98289,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27936,-122.36502,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.27941,-122.99771,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.27945,-123.05643,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.27955,-122.97693,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28008,-123.02454,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28011,-123.01405,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28032,-123.01858,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28044,-122.88229,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.28046,-123.02853,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28047,-124.99265,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.2806,-123.04169,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28101,-123.03485,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28118,-122.728,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.28125,-122.65802,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
49.28141,-121.80148,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.28148,-122.67764,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
49.28149,-122.96991,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28161,-121.94831,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.28167,-121.96024,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.28169,-123.03493,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28179,-123.1364,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28179,-123.03212,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28179,-123.0165,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28188,-122.45866,Gypsy Moth,2017,MAPLE RIDGE,BRITISH COLUMBIA,Not Detected,0
49.28191,-123.02161,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.2822,-123.02579,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28241,-123.11411,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28243,-122.81639,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.28261,-123.09333,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28261,-122.75338,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.28283,-124.84303,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.28289,-123.06893,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28289,-123.02866,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28301,-121.81448,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.28302,-123.04879,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28303,-122.99624,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28333,-123.08717,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28337,-122.79626,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.2834,-123.15871,Gypsy Moth,2017,MAPLE RIDGE,BRITISH COLUMBIA,Not Detected,0
49.28343,-123.07722,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28353,-123.03421,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28364,-123.06361,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28368,-123.05642,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28369,-123.07211,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28371,-123.01228,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28374,-123.02369,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28389,-123.02863,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28399,-121.92054,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.284,-123.02079,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.2841,-123.04929,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.2841,-121.8297,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.28417,-122.98257,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28436,-122.97534,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28442,-121.77732,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.28465,-122.98936,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28467,-124.22119,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.28471,-122.77839,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.28473,-123.00571,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28493,-123.04401,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28511,-119.63303,Gypsy Moth,2017,OLIVER,BRITISH COLUMBIA,Not Detected,0
49.28513,-122.22777,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.28549,-124.77139,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.28566,-123.01681,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28592,-124.18894,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.28617,-122.62206,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
49.2862,-122.97819,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28648,-121.80825,Gypsy Moth,2017,KENT,BRITISH COLUMBIA,Not Detected,0
49.28669,-121.71324,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.28688,-115.83297,Gypsy Moth,2017,MOYIE,BRITISH COLUMBIA,Not Detected,0
49.28698,-121.90426,Gypsy Moth,2017,MISSEZULA LAKE,BRITISH COLUMBIA,Not Detected,0
49.28735,-124.14999,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.28739,-117.633,Gypsy Moth,2017,OOTISCHENIA,BRITISH COLUMBIA,Not Detected,0
49.28743,-123.00626,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.2875,-124.80042,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.28768,-122.99252,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.2881,-124.61658,Gypsy Moth,2017,CAMERON LAKE,BRITISH COLUMBIA,Not Detected,0
49.28823,-124.62827,Gypsy Moth,2017,CAMERON LAKE,BRITISH COLUMBIA,Not Detected,0
49.2883,-123.01282,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28841,-123.03368,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28863,-124.58401,Gypsy Moth,2017,CAMERON LAKE,BRITISH COLUMBIA,Not Detected,0
49.28864,-123.05579,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28865,-122.89702,Gypsy Moth,2017,PORT MOODY,BRITISH COLUMBIA,Not Detected,0
49.28882,-125.19146,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.28887,-122.94167,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28893,-123.04929,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28895,-122.98238,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28905,-123.02717,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28917,-123.0171,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.28925,-122.04155,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.28926,-124.2645,Gypsy Moth,2017,PARKSVILLE,BRITISH COLUMBIA,Not Detected,0
49.28997,-122.99685,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.29011,-124.22337,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.29062,-121.96025,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.29086,-123.04421,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.29109,-122.92523,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.29114,-123.01806,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.29115,-123.05536,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.29123,-124.65656,Gypsy Moth,2017,CAMERON LAKE,BRITISH COLUMBIA,Not Detected,0
49.29144,-122.99057,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.29154,-122.98074,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.29155,-123.02562,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.29156,-123.01372,Gypsy Moth,2017,BURNABY,BRITISH COLUMBIA,Not Detected,0
49.29184,-117.21732,Gypsy Moth,2017,YMIR,BRITISH COLUMBIA,Not Detected,0
49.29196,-125.32404,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.29241,-121.94348,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.29258,-117.75798,Gypsy Moth,2017,PAULSON,BRITISH COLUMBIA,Not Detected,0
49.29308,-122.70013,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.29323,-121.77611,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.29338,-121.68889,Gypsy Moth,2017,HARRISON LAKE,BRITISH COLUMBIA,Not Detected,0
49.29341,-124.20105,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.29345,-122.61666,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
49.29358,-125.26205,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.29361,-124.5688,Gypsy Moth,2017,CAMERON LAKE,BRITISH COLUMBIA,Not Detected,0
49.29369,-121.65991,Gypsy Moth,2017,ROSEDALE,BRITISH COLUMBIA,Not Detected,0
49.29392,-124.52976,Gypsy Moth,2017,HILLIERS,BRITISH COLUMBIA,Not Detected,0
49.29504,-122.74773,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.29504,-122.71729,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.29537,-121.68889,Gypsy Moth,2017,HARRISON LAKE,BRITISH COLUMBIA,Not Detected,0
49.29572,-122.64423,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
49.29584,-124.16946,Gypsy Moth,2017,NANOOSE BAY,BRITISH COLUMBIA,Not Detected,0
49.29608,-124.92903,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.29655,-121.77876,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.29681,-122.77271,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.29711,-117.65633,Gypsy Moth,2017,CASTLEGAR,BRITISH COLUMBIA,Not Detected,0
49.29712,-117.83651,Gypsy Moth,2017,PAULSON,BRITISH COLUMBIA,Not Detected,0
49.29718,-124.81625,Gypsy Moth,2017,PORT ALBERNI,BRITISH COLUMBIA,Not Detected,0
49.29718,-124.28246,Gypsy Moth,2017,PARKSVILLE,BRITISH COLUMBIA,Not Detected,0
49.29721,-122.23358,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.29723,-122.81786,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.29749,-122.75497,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.2981,-122.8437,Gypsy Moth,2017,PORT MOODY,BRITISH COLUMBIA,Not Detected,0
49.29818,-119.53037,Gypsy Moth,2017,VASEAUX LAKE,BRITISH COLUMBIA,Not Detected,0
49.29843,-122.79746,Gypsy Moth,2017,COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.29848,-121.26263,Gypsy Moth,2017,HOPE,BRITISH COLUMBIA,Not Detected,0
49.29907,-121.93337,Gypsy Moth,2017,AGASSIZ,BRITISH COLUMBIA,Not Detected,0
49.29913,-121.91295,Gypsy Moth,2017,MISSION,BRITISH COLUMBIA,Not Detected,0
49.29914,-121.71106,Gypsy Moth,2017,HARRISON LAKE,BRITISH COLUMBIA,Not Detected,0
49.29941,-124.45241,Gypsy Moth,2017,PARKSVILLE,BRITISH COLUMBIA,Not Detected,0
49.2995,-122.86489,Gypsy Moth,2017,PORT MOODY,BRITISH COLUMBIA,Not Detected,0
49.29958,-123.13084,Gypsy Moth,2017,VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.29961,-124.482,Gypsy Moth,2017,PARKSVILLE,BRITISH COLUMBIA,Not Detected,0
49.2999,-116.66185,Gypsy Moth,2017,KUSKONOOK,BRITISH COLUMBIA,Not Detected,0
49.29995,-117.63686,Gypsy Moth,2017,CASTLEGAR AIRPORT,BRITISH COLUMBIA,Not Detected,0
49.30007,-123.02365,Gypsy Moth,2017,NORTH VANCOUVER,BRITISH COLUMBIA,Not Detected,0
49.30028,-122.74555,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.30034,-122.71986,Gypsy Moth,2017,PORT COQUITLAM,BRITISH COLUMBIA,Not Detected,0
49.30036,-122.62199,Gypsy Moth,2017,PITT MEADOWS,BRITISH COLUMBIA,Not Detected,0
